Nombre;Latitud;Longitud;Dependencia;Region;Comuna;Ruralidad;Matricula_Total
Escuela Basica Part Paula Jaraquemada;-33,36708946;-70,73171811;Part. Subvencionado;RM;Quilicura;Urbano;1303
Centro Educacional Bicentenario De Excelencia De Huechuraba;-33,37459022;-70,6342271;Municipal;RM;Huechuraba;Urbano;800
Liceo Poeta Federico Garcia Lorca;-33,37003144;-70,69107767;Serv. Local Educacion;RM;Conchalí;Urbano;743
Liceo Arturo Perez Canto;-33,40144256;-70,62933512;Municipal;RM;Recoleta;Urbano;659
Liceo Poliv. Abdon Cifuentes;-33,39636702;-70,66311222;Serv. Local Educacion;RM;Conchalí;Urbano;1108
Centro Educacional Jose Miguel Carrera;-33,38346707;-70,65713504;Municipal;RM;Recoleta;Urbano;352
Complejo Educacional Juanita Fernandez Solar;-33,40273634;-70,64189276;Municipal;RM;Recoleta;Urbano;698
Escuela Sargento 2. Daniel Rebolledo;-33,39256792;-70,6508209;Municipal;RM;Recoleta;Urbano;462
Liceo Alberto Blest Gana;-33,39929925;-70,66823613;Serv. Local Educacion;RM;Conchalí;Urbano;792
Escuela Unesco;-33,38153869;-70,67684986;Serv. Local Educacion;RM;Conchalí;Urbano;267
Escuela Espana;-33,39606928;-70,64101814;Municipal;RM;Recoleta;Urbano;381
Escuela D-114;-33,37152685;-70,67835331;Serv. Local Educacion;RM;Conchalí;Urbano;250
Escuela Sol Naciente;-33,38702998;-70,66150647;Serv. Local Educacion;RM;Conchalí;Urbano;330
Escuela Horacio Johnson Gana;-33,37614189;-70,66730919;Serv. Local Educacion;RM;Conchalí;Urbano;287
Escuela Dra.Eloisa Diaz Insunza;-33,38236108;-70,65981063;Serv. Local Educacion;RM;Conchalí;Urbano;413
Escuela Escritora Marcela Paz;-33,38432812;-70,6519407;Municipal;RM;Recoleta;Urbano;232
Escuela Puerto Rico;-33,39812655;-70,63977774;Municipal;RM;Recoleta;Urbano;377
Liceo Munc.Almirante Galvarino Riveros;-33,37273641;-70,68165689;Serv. Local Educacion;RM;Conchalí;Urbano;359
Centro Educ.Escritores De Chile;-33,38516368;-70,64526119;Municipal;RM;Recoleta;Urbano;348
Escuela Araucarias De Chile;-33,3798493;-70,66044333;Serv. Local Educacion;RM;Conchalí;Urbano;277
Escuela Basica Carlos Prats G.;-33,36838837;-70,63674587;Municipal;RM;Huechuraba;Urbano;525
Escuela Valle Del Inca;-33,38950013;-70,66642576;Serv. Local Educacion;RM;Conchalí;Urbano;321
Escuela Adelaida La Fetra;-33,36655413;-70,63423348;Municipal;RM;Huechuraba;Urbano;634
Escuela Pedro Aguirre Cerda;-33,39430708;-70,6823422;Serv. Local Educacion;RM;Conchalí;Urbano;281
Escuela Allipen;-33,38061094;-70,68575489;Serv. Local Educacion;RM;Conchalí;Urbano;274
Escuela Básica Poeta Eusebio Lillo;-33,37750382;-70,69332638;Serv. Local Educacion;RM;Conchalí;Urbano;306
Escuela Atenea;-33,39951614;-70,66924207;Serv. Local Educacion;RM;Conchalí;Urbano;356
Escuela Luis Galdames;-33,40638246;-70,67304535;Municipal;RM;Independencia;Urbano;299
Escuela Aviador Dagoberto Godoy F.;-33,37860004;-70,67227419;Serv. Local Educacion;RM;Conchalí;Urbano;441
Escuela Santa Victoria De Huechuraba;-33,37401336;-70,64241618;Municipal;RM;Huechuraba;Urbano;393
Escuela Basica Likan-Antai;-33,37608717;-70,6645136;Serv. Local Educacion;RM;Conchalí;Urbano;184
Escuela Las Canteras;-33,37636703;-70,62359714;Municipal;RM;Huechuraba;Urbano;361
Escuela Victor Cuccuini;-33,40249084;-70,6354352;Municipal;RM;Recoleta;Urbano;309
Escuela Esp. Humberto Aranda Irribarren;-33,397293;-70,66296;Serv. Local Educacion;RM;Conchalí;Urbano;87
Escuela Marta Colvin;-33,40627169;-70,62420549;Municipal;RM;Recoleta;Urbano;217
Escuela Camilo Henriquez;-33,38870845;-70,67837993;Serv. Local Educacion;RM;Conchalí;Urbano;334
Escuela Anne Eleonor Roosevelt;-33,41242581;-70,62560669;Municipal;RM;Recoleta;Urbano;147
Escuela Santiago De Guayaquil;-33,37853614;-70,64311721;Municipal;RM;Huechuraba;Urbano;371
Escuela Mun.Hermana Maria Goretti;-33,38916527;-70,63758855;Municipal;RM;Recoleta;Urbano;182
Escuela Rafael Valdivieso;-33,41270393;-70,6364024;Municipal;RM;Recoleta;Urbano;595
Escuela Educ.Dif. Sta. Teresa De Avila;-33,404495;-70,648285;Municipal;RM;Recoleta;Urbano;297
Colegio Poliv. Alejandro Flores;-33,4051111;-70,64571246;Part. Subvencionado;RM;Recoleta;Urbano;1094
Colegio Cristobal Colon;-33,37548506;-70,68012656;Part. Subvencionado;RM;Conchalí;Urbano;846
Liceo Avenida Recoleta;-33,39025525;-70,64273366;Part. Subvencionado;RM;Recoleta;Urbano;1420
Liceo Las Americas Modernas;-33,40860646;-70,66716781;Part. Subvencionado;RM;Independencia;Urbano;175
Escuela Jose Abelardo Nuñez Nº 3;-33,37478971;-70,64029001;Part. Subvencionado;RM;Huechuraba;Urbano;862
Escuela Particular San Jose;-33,40426176;-70,64490963;Part. Subvencionado;RM;Recoleta;Urbano;617
Escuela Particular Santa Teresita;-33,41268801;-70,67269637;Part. Subvencionado;RM;Independencia;Urbano;814
Colegio Libertador San Martin;-33,39112361;-70,67462279;Part. Subvencionado;RM;Conchalí;Urbano;899
Colegio Isabel Riquelme;-33,40382487;-70,63137694;Part. Subvencionado;RM;Recoleta;Urbano;176
Escuela Particular El Carmen;-33,38396939;-70,67797712;Part. Subvencionado;RM;Conchalí;Urbano;1042
Escuela Particular N.Sra.De Guadalupe;-33,39836347;-70,6363131;Part. Subvencionado;RM;Recoleta;Urbano;673
Escuela Patrocinio El Sembrador N 2;-33,39665233;-70,67256715;Part. Subvencionado;RM;Conchalí;Urbano;338
Escuela San Jorge;-33,40191142;-70,6775681;Part. Subvencionado;RM;Independencia;Urbano;247
Escuela Particular San Diego;-33,38441333;-70,67975904;Part. Subvencionado;RM;Conchalí;Urbano;1435
Colegio Mater Dolorosa;-33,37498257;-70,63959733;Part. Subvencionado;RM;Huechuraba;Urbano;815
Escuela Basica Santo Domingo;-33,3960469;-70,65270549;Part. Subvencionado;RM;Recoleta;Urbano;504
Escuela Basica Part. The Little School;-33,38558694;-70,68079318;Part. Subvencionado;RM;Conchalí;Urbano;381
Colegio Hellen´S College;-33,39090138;-70,67481829;Part. Subvencionado;RM;Conchalí;Urbano;1119
Escuela Particular Francisco Bilbao;-33,40779476;-70,63490105;Part. Subvencionado;RM;Recoleta;Urbano;786
Escuela Basica Ines De Suarez;-33,39311782;-70,66738814;Part. Subvencionado;RM;Conchalí;Urbano;179
Escuela Basica Part.Mary Anne School;-33,38288881;-70,68198134;Part. Subvencionado;RM;Conchalí;Urbano;378
Colegio Elena Bettini;-33,40231513;-70,67279364;Part. Subvencionado;RM;Independencia;Urbano;749
Escuela Particular Parque Asuncion;-33,37182009;-70,68013941;Part. Subvencionado;RM;Conchalí;Urbano;628
Liceo Bicentenario Nueva Aurora De Chile;-33,39700978;-70,64567774;Part. Subvencionado;RM;Recoleta;Urbano;470
Escuela Especial Particular La Piramide;-33,392204;-70,6388;Part. Subvencionado;RM;Recoleta;Urbano;38
Colegio Particular Juan Pablo;-33,40173783;-70,67642686;Part. Subvencionado;RM;Independencia;Urbano;499
Escuela Part. Santa Luisa De Marillac;-33,35985061;-70,63224336;Part. Subvencionado;RM;Huechuraba;Urbano;408
Escuela Particular Zoltan Dienes;-33,39161474;-70,6633083;Part. Subvencionado;RM;Conchalí;Urbano;344
Escuela Particular Hnas.Agazzi;-33,390987;-70,67378;Part. Subvencionado;RM;Conchalí;Urbano;84
Escuela Particular Jaime Eyzaguirre;-33,4013309;-70,63256473;Part. Subvencionado;RM;Recoleta;Urbano;177
Escuela Básica Nº 953 Jose Artiga;-33,38882705;-70,64248145;Part. Subvencionado;RM;Recoleta;Urbano;719
Escuela Bas. Isabel Gonzalez Cares;-33,38419677;-70,67105794;Part. Subvencionado;RM;Conchalí;Urbano;358
Escuela Particular Isla De Pascua;-33,40731923;-70,67339545;Part. Subvencionado;RM;Independencia;Urbano;327
Escuela Particular Ruth;-33,37709399;-70,66118185;Part. Subvencionado;RM;Conchalí;Urbano;34
Escuela Bàsica Nº 1090 Uniòn Latinoamericana;-33,39392678;-70,66769374;Part. Subvencionado;RM;Conchalí;Urbano;161
Liceo Polivalente Saint Andrews;-33,2801402994141;-70,7525863817182;Part. Subvencionado;RM;Lampa;Urbano;481
Escuela Basica Part.Brigida Walker;-33,38167212;-70,6492163;Part. Subvencionado;RM;Recoleta;Urbano;7
Escuela Part. Adventista Santiago Norte;-33,3713421;-70,69078266;Part. Subvencionado;RM;Conchalí;Urbano;542
Escuela Especial Bella Esperanza;-33,36696;-70,73392;Part. Subvencionado;RM;Quilicura;Urbano;137
Liceo Rebeca Olivares Benitez;-33,212624;-70,681755;Municipal;RM;Colina;Urbano;946
Liceo Polivalente Rigoberto Fontt I.;-33,19464078;-70,67439897;Municipal;RM;Colina;Urbano;1282
Escuela Basica Marcos Gooycolea Cortes;-33,20774126;-70,67902583;Municipal;RM;Colina;Urbano;810
Escuela Basica Santa Teresa Del Carmelo;-33,20630044;-70,67110269;Municipal;RM;Colina;Urbano;1106
Escuela Especial Ernesto Soto Negrete;-33,209904;-70,67945;Municipal;RM;Colina;Urbano;138
Escuela Premio Nobel Pablo Neruda;-33,1959497;-70,67375371;Municipal;RM;Colina;Urbano;733
Andalien De Colina;-33,20815084;-70,68373231;Municipal;RM;Colina;Urbano;692
Liceo Esmeralda;-33,1845;-70,6518;Municipal;RM;Colina;Urbano;1155
Escuela Basica Algarrobal;-33,3074;-70,6969;Municipal;RM;Colina;Urbano;650
Liceo Peldehue;-33,177;-70,64;Municipal;RM;Colina;Rural;581
Esc.Basica Francisco Petrinovic Karlovac;-33,20373094;-70,67510843;Municipal;RM;Colina;Urbano;340
Escuela Basica San Vicente De Lo Arcaya;-33,24264966;-70,68549901;Municipal;RM;Colina;Urbano;348
Escuela Basica Santa Marta De Liray;-33,24710518;-70,75265447;Municipal;RM;Colina;Rural;531
Escuela San Francisco De Asis;-33,30205665;-70,71001926;Municipal;RM;Colina;Urbano;226
Escuela Particular Papelucho;-33,20360051;-70,68007343;Part. Subvencionado;RM;Colina;Urbano;429
Escuela Particular Desiree;-33,20199253;-70,67836612;Part. Subvencionado;RM;Colina;Urbano;2253
Centro De Tratamiento Integral Los Laureles;-33,233402;-70,71022;Part. Subvencionado;RM;Colina;Rural;88
Liceo Bicentenario Manuel Plaza Reyes De Lampa;-33,28672949;-70,87187869;Municipal;RM;Lampa;Urbano;1230
Escuela Manuel Segovia Montenegro;-33,28608011;-70,87351205;Municipal;RM;Lampa;Urbano;1225
Escuela Republica De Polonia;-33,23969409;-70,81209358;Municipal;RM;Lampa;Urbano;329
Escuela Basica Cacique Colin;-33,29814343;-70,79783365;Municipal;RM;Lampa;Urbano;582
Escuela Santa  Barbara;-33,24309135;-70,82385077;Municipal;RM;Lampa;Urbano;351
Escuela Polonia Gutierrez C.;-33,2807056;-70,88011593;Municipal;RM;Lampa;Urbano;850
Escuela Basica F-N°371 Santa Rosa De Lampa;-33,26135131;-70,75796278;Municipal;RM;Lampa;Rural;236
Escuela Basica F - N°372 Santa Sara;-33,2254176;-70,77227636;Municipal;RM;Lampa;Rural;281
Escuela Basica Profesor Omar Aranda Araya;-33,26409364;-70,88231539;Municipal;RM;Lampa;Rural;184
Norma González Guerra;-33,30157752;-70,85862428;Municipal;RM;Lampa;Rural;313
Escuela Basica San Sebastian De Batuco;-33,22571238;-70,8101331;Part. Subvencionado;RM;Lampa;Urbano;688
Esc. Especial Padre Luis Guanella;-33,242644;-70,765278;Part. Subvencionado;RM;Lampa;Rural;68
Liceo Polivalente Manuel Rodriguez;-33,08643915;-70,92437662;Municipal;RM;Tiltil;Urbano;704
Liceo Huertos Familiares;-33,13037191;-70,80222209;Municipal;RM;Tiltil;Rural;574
Escuela Basica G-N°345 Rungue;-33,00939177;-70,89308975;Municipal;RM;Tiltil;Rural;131
Escuela Basica G-N° 346;-33,018425;-70,892204;Municipal;RM;Tiltil;Rural;231
Escuela Basica G-N°348;-33,0766669;-70,77044364;Municipal;RM;Tiltil;Rural;13
Escuela Basica G-N°349;-33,00396523;-70,99142868;Municipal;RM;Tiltil;Rural;60
Escuela Basica G-N°350;-33,0248778;-70,97044575;Municipal;RM;Tiltil;Rural;9
Liceo Montenegro;-32,96646445;-70,83508639;Municipal;RM;Tiltil;Rural;106
Escuela Basica G-N°352 Plazuela De Polpaico;-33,15228928;-70,88812452;Municipal;RM;Tiltil;Rural;161
Escuela Particular La Merced;-33,09014963;-70,91840629;Part. Subvencionado;RM;Tiltil;Urbano;437
Escuela Camino De Luz;-33,605873;-70,560745;Municipal;RM;Puente Alto;Urbano;358
Escuela Consolidada;-33,61137297;-70,5710284;Municipal;RM;Puente Alto;Urbano;1193
Liceo Puente Alto;-33,60613511;-70,57771838;Municipal;RM;Puente Alto;Urbano;284
Liceo Ind. Municipalizado A N_ 116;-33,60936185;-70,58020562;Municipal;RM;Puente Alto;Urbano;662
Liceo San Geronimo;-33,62778915;-70,58716797;Municipal;RM;Puente Alto;Urbano;542
Liceo Comercial De Puente Alto;-33,61655518;-70,58412639;Municipal;RM;Puente Alto;Urbano;452
Colegio Maipo;-33,6162672;-70,57938391;Municipal;RM;Puente Alto;Urbano;646
Escuela Villa Independencia;-33,61752886;-70,58903996;Municipal;RM;Puente Alto;Urbano;567
Escuela Republica De Grecia;-33,60568569;-70,58455707;Municipal;RM;Puente Alto;Urbano;278
Centro Educacional Nueva Creacion;-33,61601113;-70,57171065;Municipal;RM;Puente Alto;Urbano;385
Escuela Los Andes;-33,61415964;-70,56332401;Municipal;RM;Puente Alto;Urbano;376
Escuela Nonato Coo;-33,60340318;-70,57067045;Municipal;RM;Puente Alto;Urbano;223
Escuela Villa Pedro Aguirre Cerda;-33,62153345;-70,58505038;Municipal;RM;Puente Alto;Urbano;251
Escuela Ejercito Libertador;-33,60897418;-70,59179337;Municipal;RM;Puente Alto;Urbano;530
Liceo Munic.Ing.Militar Juan Mackena O.;-33,56326682;-70,55471886;Municipal;RM;Puente Alto;Urbano;752
Escuela Casas Viejas;-33,60815679;-70,52703626;Municipal;RM;Puente Alto;Urbano;421
Escuela Oscar Bonilla;-33,621555;-70,59256143;Municipal;RM;Puente Alto;Urbano;422
Escuela Luis Matte Larrain;-33,58543964;-70,57549234;Municipal;RM;Puente Alto;Urbano;703
Escuela Gabriela;-33,5720615;-70,5986595;Municipal;RM;Puente Alto;Urbano;733
Escuela Las Palmas;-33,61247952;-70,58053074;Municipal;RM;Puente Alto;Urbano;805
Escuela San Luis Gonzaga;-33,60886944;-70,57206571;Part. Subvencionado;RM;Puente Alto;Urbano;637
Colegio Estela Segura;-33,6053909;-70,58214674;Part. Subvencionado;RM;Puente Alto;Urbano;836
Escuela Pierre Vayer;-33,61105;-70,570045;Part. Subvencionado;RM;Puente Alto;Urbano;67
Colegio Arturo Prat;-33,60813516;-70,56804521;Part. Subvencionado;RM;Puente Alto;Urbano;364
Colegio Cordillera;-33,6089266;-70,5869943;Part. Subvencionado;RM;Puente Alto;Urbano;356
Colegio Polivalente Domingo Matte Mesias;-33,60884896;-70,57950157;Part. Subvencionado;RM;Puente Alto;Urbano;3534
Escuela Genoveva Moll Briones;-33,60652148;-70,58049072;Part. Subvencionado;RM;Puente Alto;Urbano;455
Liceo Nuestra Senora De Las Mercedes;-33,61025774;-70,58177734;Part. Subvencionado;RM;Puente Alto;Urbano;1006
Escuela Santa Joaquina De Vedruna;-33,60371262;-70,57336771;Part. Subvencionado;RM;Puente Alto;Urbano;1031
Colegio Cristiano Belen;-33,60682642;-70,5667089;Part. Subvencionado;RM;Puente Alto;Urbano;442
Colegio Ingles San Luis Gonzaga Ii;-33,60743348;-70,56273439;Part. Subvencionado;RM;Puente Alto;Urbano;743
Esc. Part. San Andres;-33,60673694;-70,52035638;Part. Subvencionado;RM;Puente Alto;Urbano;569
Escuela Industrial Las Nieves;-33,59516075;-70,58169105;Part. Subvencionado;RM;Puente Alto;Rural;618
Esc. Particular Josefina Gana De J.;-33,59125257;-70,57996;Part. Subvencionado;RM;Puente Alto;Rural;631
Colegio Poliv. El Alborada;-33,58308837;-70,60875615;Part. Subvencionado;RM;Puente Alto;Urbano;1022
Colegio Poliv. Profesor Ildefonso Calderon;-33,58033266;-70,57236701;Part. Subvencionado;RM;Puente Alto;Urbano;467
Escuela Particular Miguel Cruchaga T.;-33,59279513;-70,57971791;Part. Subvencionado;RM;Puente Alto;Rural;414
Colegio Educ.Part. Comp.De Maria P. Alto;-33,58944179;-70,58036372;Part. Subvencionado;RM;Puente Alto;Urbano;1218
Liceo Polivalente Maria Reina;-33,58252418;-70,57574268;Part. Subvencionado;RM;Puente Alto;Urbano;899
Colegio Senda Del Saber;-33,58062973;-70,6078811;Part. Subvencionado;RM;Puente Alto;Urbano;826
Liceo Bicentenario Técnico Las Nieves;-33,59125257;-70,57996;Part. Subvencionado;RM;Puente Alto;Rural;632
Escuela Domingo Faustino Sarmiento;-33,5837082912669;-70,5503822253939;Part. Subvencionado;RM;Puente Alto;Urbano;611
Liceo Munic. Tec. Prof. El Llano;-33,63860916;-70,5751376;Municipal;RM;Pirque;Urbano;769
Escuela Basica G-N°646 Lo Arcaya;-33,69117381;-70,57785669;Municipal;RM;Pirque;Rural;351
Liceo  El Principal;-33,72246355;-70,54815726;Municipal;RM;Pirque;Rural;1083
Escuela Basica G-N°643 San Juan De Pirque;-33,60706764;-70,48489487;Municipal;RM;Pirque;Rural;171
Escuela Basica G-841 Santos Rubio Morales;-33,61852179;-70,52971757;Municipal;RM;Pirque;Urbano;321
Liceo Polivalente San Jose De Maipo;-33,64093949;-70,35353599;Municipal;RM;San José De Maipo;Urbano;421
Escuela Julieta Becerra Alvarez;-33,63986458;-70,35356505;Municipal;RM;San José De Maipo;Urbano;384
Escuela Gabriela Tobar Pardo;-33,57545801;-70,44979242;Municipal;RM;San José De Maipo;Rural;229
Escuela Basica F-N°638 El Melocoton;-33,69953313;-70,33480189;Municipal;RM;San José De Maipo;Rural;131
Escuela Basica F-N°629 De Concentracion Fronteriza;-33,78152292;-70,2448226;Municipal;RM;San José De Maipo;Rural;131
Escuela Basica G-N°631 Fronteriza;-33,54803174;-70,28687768;Municipal;RM;San José De Maipo;Rural;20
Escuela Basica G-N°635 Integradora El Manzano;-33,58609138;-70,39137651;Municipal;RM;San José De Maipo;Rural;178
Escuela Basica G-N°636 San Alfonso;-33,72852118;-70,31902517;Municipal;RM;San José De Maipo;Rural;131
Escuela Basica G-N°637 Las Melosas;-33,88158753;-70,19937259;Municipal;RM;San José De Maipo;Rural;2
Colegio Rafael Eyzaguirre;-33,63889933;-70,35271893;Part. Subvencionado;RM;San José De Maipo;Urbano;611
Centro Educacional Baldomero Lillo;-33,58039894;-70,68901981;Serv. Local Educacion;RM;San Bernardo;Urbano;674
Liceo Polivalente A-127 Fidel Pinochet Le-Brun;-33,60161529;-70,70430809;Serv. Local Educacion;RM;San Bernardo;Urbano;517
Liceo Elvira Brady Maldonado-Sn.Bernardo;-33,60004662;-70,70386476;Serv. Local Educacion;RM;San Bernardo;Urbano;883
Liceo Ind. Miguel Aylwin Gajardo;-33,58766572;-70,70023881;Serv. Local Educacion;RM;San Bernardo;Urbano;380
Escuela Pilar Moliner De Nuez;-33,59428638;-70,70694806;Serv. Local Educacion;RM;San Bernardo;Urbano;326
Escuela Republica Del Brasil;-33,60402366;-70,69876828;Serv. Local Educacion;RM;San Bernardo;Urbano;169
Escuela Isabel Riquelme;-33,59246927;-70,69451769;Serv. Local Educacion;RM;San Bernardo;Urbano;197
Escuela L.Gral. Bernardo O´Higgins;-33,59237225;-70,69495127;Serv. Local Educacion;RM;San Bernardo;Urbano;227
Liceo Poliv. Lucila Godoy Alcayaga;-33,58416715;-70,70943792;Serv. Local Educacion;RM;San Bernardo;Urbano;302
Escuela Marcial Martinez Ferrari;-33,57062591;-70,68771908;Serv. Local Educacion;RM;El Bosque;Urbano;435
Escuela General Rene Schneider Chereau;-33,58365644;-70,69237978;Serv. Local Educacion;RM;San Bernardo;Urbano;258
Escuela Basica Base El Bosque;-33,56213461;-70,67533683;Serv. Local Educacion;RM;El Bosque;Urbano;410
Escuela Alemania;-33,58097813;-70,70619126;Serv. Local Educacion;RM;San Bernardo;Urbano;209
Escuela General Alberto A. Bachelet Martinez;-33,56626066;-70,68113354;Serv. Local Educacion;RM;El Bosque;Urbano;306
Escuela Republica De Los Ee.Uu. De America;-33,57665711;-70,70382197;Serv. Local Educacion;RM;San Bernardo;Urbano;186
Escuela Bernardo Leighton;-33,5744692;-70,67959837;Serv. Local Educacion;RM;El Bosque;Urbano;201
Escuela Javiera Carrera Verdugo;-33,58403713;-70,68637883;Serv. Local Educacion;RM;San Bernardo;Urbano;270
Escuela Claudio Arrau Leon;-33,57174781;-70,68081411;Serv. Local Educacion;RM;El Bosque;Urbano;223
Escuela Manuel Magallanes Moure;-33,58902018;-70,70352673;Serv. Local Educacion;RM;San Bernardo;Urbano;147
Escuela Republica Del Peru;-33,60429845;-70,69771244;Serv. Local Educacion;RM;San Bernardo;Urbano;239
Escuela Diego Portales;-33,60390273;-70,68466792;Serv. Local Educacion;RM;San Bernardo;Urbano;659
Escuela Mahuida;-33,59828611;-70,71021102;Serv. Local Educacion;RM;San Bernardo;Urbano;268
Escuela Orlando Letelier;-33,55212415;-70,68780458;Serv. Local Educacion;RM;El Bosque;Urbano;273
Liceo Nuevo Porvenir;-33,5906608;-70,68170621;Serv. Local Educacion;RM;San Bernardo;Urbano;447
Escuela Basica Dr Luis Sepulveda Salvati;-33,63890266;-70,70923193;Serv. Local Educacion;RM;San Bernardo;Urbano;219
Escuela Escritora  Marcela Paz;-33,60630484;-70,70662136;Serv. Local Educacion;RM;San Bernardo;Urbano;279
Liceo Fray Luis Beltran;-33,54678296;-70,68437761;Serv. Local Educacion;RM;El Bosque;Urbano;153
Centro Educacional Matias Cousino;-33,55054841;-70,67636413;Serv. Local Educacion;RM;El Bosque;Urbano;180
